ISO 8601 Time,Speed (cm/s),Heading (degrees),Velocity-N (cm/s),Velocity-E (cm/s)
2023-09-11T21:40:00.000,2.44,270.23,0.01,-2.44
2023-09-11T21:50:00.000,3.53,213.91,-2.93,-1.97
2023-09-11T22:00:00.000,5.45,317.98,4.05,-3.65
2023-09-11T22:10:00.000,6.30,322.95,5.03,-3.80
2023-09-11T22:20:00.000,6.38,313.58,4.40,-4.62
2023-09-11T22:30:00.000,4.29,341.25,4.07,-1.38
2023-09-11T22:40:00.000,2.13,74.69,0.56,2.05
2023-09-11T22:50:00.000,2.32,55.36,1.32,1.91
2023-09-11T23:00:00.000,4.34,80.34,0.73,4.27
2023-09-11T23:10:00.000,2.93,99.63,-0.49,2.89
2023-09-11T23:20:00.000,4.36,137.59,-3.22,2.94
2023-09-11T23:30:00.000,4.09,149.62,-3.53,2.07
2023-09-11T23:40:00.000,3.82,127.53,-2.33,3.03
2023-09-11T23:50:00.000,5.70,130.03,-3.66,4.36
2023-09-12T00:00:00.000,13.69,86.25,0.90,13.66
2023-09-12T00:10:00.000,5.79,152.21,-5.12,2.70
2023-09-12T00:20:00.000,2.93,234.46,-1.70,-2.38
2023-09-12T00:30:00.000,4.91,143.31,-3.94,2.93
2023-09-12T00:40:00.000,3.97,130.27,-2.57,3.03
2023-09-12T00:50:00.000,4.92,3.70,4.91,0.32
2023-09-12T01:00:00.000,4.37,355.97,4.36,-0.31
2023-09-12T01:10:00.000,4.15,346.85,4.04,-0.94
2023-09-12T01:20:00.000,6.52,335.22,5.92,-2.73
2023-09-12T01:30:00.000,7.64,329.18,6.57,-3.92
2023-09-12T01:40:00.000,4.70,331.59,4.13,-2.23
2023-09-12T01:50:00.000,4.53,276.08,0.48,-4.50
2023-09-12T02:00:00.000,3.19,286.22,0.89,-3.06
2023-09-12T02:10:00.000,2.75,266.60,-0.16,-2.74
2023-09-12T02:20:00.000,4.12,284.59,1.04,-3.99
2023-09-12T02:30:00.000,3.96,263.20,-0.47,-3.93
2023-09-12T02:40:00.000,2.14,245.56,-0.88,-1.94
2023-09-12T02:50:00.000,1.45,233.50,-0.86,-1.16
2023-09-12T03:00:00.000,2.38,203.69,-2.18,-0.96
2023-09-12T03:10:00.000,0.33,80.38,0.05,0.32
2023-09-12T03:20:00.000,2.12,93.83,-0.14,2.11
2023-09-12T03:30:00.000,1.99,205.73,-1.80,-0.87
2023-09-12T03:40:00.000,0.51,154.77,-0.47,0.22
2023-09-12T03:50:00.000,2.26,159.83,-2.12,0.78
2023-09-12T04:00:00.000,2.43,179.36,-2.43,0.03
2023-09-12T04:10:00.000,2.14,195.72,-2.06,-0.58
2023-09-12T04:20:00.000,2.16,187.80,-2.14,-0.29
2023-09-12T04:30:00.000,2.83,307.57,1.73,-2.25
2023-09-12T04:40:00.000,2.79,257.95,-0.58,-2.73
2023-09-12T04:50:00.000,1.58,314.84,1.11,-1.12
2023-09-12T05:00:00.000,3.14,327.55,2.65,-1.68
2023-09-12T05:10:00.000,3.40,314.88,2.40,-2.41
2023-09-12T05:20:00.000,3.07,313.93,2.13,-2.21
2023-09-12T05:30:00.000,1.92,295.12,0.81,-1.74
2023-09-12T05:40:00.000,2.15,274.67,0.17,-2.14
2023-09-12T05:50:00.000,3.32,293.80,1.34,-3.04
2023-09-12T06:00:00.000,3.37,284.04,0.82,-3.27
2023-09-12T06:10:00.000,3.44,309.54,2.19,-2.65
2023-09-12T06:20:00.000,3.88,279.15,0.62,-3.83
2023-09-12T06:30:00.000,2.93,256.56,-0.68,-2.85
2023-09-12T06:40:00.000,3.55,204.01,-3.24,-1.44
2023-09-12T06:50:00.000,3.79,189.04,-3.74,-0.60
2023-09-12T07:00:00.000,3.75,188.20,-3.71,-0.53
2023-09-12T07:10:00.000,3.93,153.22,-3.51,1.77
2023-09-12T07:20:00.000,2.55,139.08,-1.93,1.67
2023-09-12T07:30:00.000,4.98,158.89,-4.64,1.79
2023-09-12T07:40:00.000,5.30,153.13,-4.73,2.40
2023-09-12T07:50:00.000,3.96,189.13,-3.91,-0.63
2023-09-12T08:00:00.000,3.37,235.99,-1.89,-2.80
2023-09-12T08:10:00.000,2.60,262.15,-0.36,-2.58
2023-09-12T08:20:00.000,3.05,282.09,0.64,-2.99
2023-09-12T08:30:00.000,2.99,292.18,1.13,-2.77
2023-09-12T08:40:00.000,6.31,323.85,5.09,-3.72
2023-09-12T08:50:00.000,7.93,341.52,7.52,-2.51
2023-09-12T09:00:00.000,4.23,339.32,3.96,-1.49
2023-09-12T09:10:00.000,3.31,258.05,-0.69,-3.24
2023-09-12T09:20:00.000,5.03,256.71,-1.16,-4.89
2023-09-12T09:30:00.000,3.26,178.32,-3.26,0.10
2023-09-12T09:40:00.000,2.65,210.45,-2.28,-1.34
2023-09-12T09:50:00.000,1.37,177.93,-1.37,0.05
2023-09-12T10:00:00.000,1.37,331.72,1.21,-0.65
2023-09-12T10:10:00.000,2.50,352.89,2.48,-0.31
2023-09-12T10:20:00.000,2.52,266.76,-0.14,-2.52
2023-09-12T10:30:00.000,0.88,102.04,-0.18,0.86
2023-09-12T10:40:00.000,3.06,114.97,-1.29,2.78
2023-09-12T10:50:00.000,3.59,213.21,-3.01,-1.97
2023-09-12T11:00:00.000,3.77,174.90,-3.75,0.34
2023-09-12T11:10:00.000,2.95,193.21,-2.87,-0.67
2023-09-12T11:20:00.000,3.95,148.90,-3.38,2.04
2023-09-12T11:30:00.000,5.37,140.50,-4.15,3.42
2023-09-12T11:40:00.000,6.41,119.37,-3.14,5.58
2023-09-12T11:50:00.000,3.99,84.37,0.39,3.98
2023-09-12T12:00:00.000,5.45,58.97,2.81,4.67
2023-09-12T12:10:00.000,7.25,6.35,7.20,0.80
2023-09-12T12:20:00.000,3.08,344.66,2.97,-0.81
2023-09-12T12:30:00.000,6.49,154.30,-5.85,2.82
2023-09-12T12:40:00.000,8.20,146.24,-6.82,4.56
2023-09-12T12:50:00.000,9.57,117.29,-4.39,8.51
2023-09-12T13:00:00.000,9.70,109.17,-3.18,9.16
2023-09-12T13:10:00.000,9.70,87.40,0.44,9.69
2023-09-12T13:20:00.000,10.90,90.50,-0.10,10.90
2023-09-12T13:30:00.000,8.82,77.29,1.94,8.60
2023-09-12T13:40:00.000,1.55,314.49,1.08,-1.10
2023-09-12T13:50:00.000,8.84,328.09,7.51,-4.67
2023-09-12T14:00:00.000,5.45,319.43,4.14,-3.55
2023-09-12T14:10:00.000,2.79,284.69,0.71,-2.70
2023-09-12T14:20:00.000,2.79,287.64,0.85,-2.66
2023-09-12T14:30:00.000,4.47,297.60,2.07,-3.96
2023-09-12T14:40:00.000,3.72,267.61,-0.15,-3.71
2023-09-12T14:50:00.000,4.76,243.56,-2.12,-4.26
2023-09-12T15:00:00.000,4.46,237.68,-2.38,-3.77
2023-09-12T15:10:00.000,3.95,233.55,-2.35,-3.18
2023-09-12T15:20:00.000,3.06,227.87,-2.06,-2.27
2023-09-12T15:30:00.000,1.69,275.02,0.15,-1.68
2023-09-12T15:40:00.000,1.78,175.77,-1.78,0.13
2023-09-12T15:50:00.000,2.14,178.16,-2.14,0.07
2023-09-12T16:00:00.000,1.35,50.85,0.85,1.04
2023-09-12T16:10:00.000,0.81,153.52,-0.73,0.36
2023-09-12T16:20:00.000,0.61,199.40,-0.57,-0.20
2023-09-12T16:30:00.000,1.99,298.56,0.95,-1.75
2023-09-12T16:40:00.000,3.84,320.10,2.95,-2.46
2023-09-12T16:50:00.000,2.70,188.91,-2.67,-0.42
2023-09-12T17:00:00.000,1.93,230.78,-1.22,-1.49
2023-09-12T17:10:00.000,3.07,290.88,1.09,-2.87
2023-09-12T17:20:00.000,2.25,296.63,1.01,-2.01
2023-09-12T17:30:00.000,3.74,318.61,2.80,-2.47
2023-09-12T17:40:00.000,3.86,323.88,3.12,-2.28
2023-09-12T17:50:00.000,2.73,311.02,1.79,-2.06
2023-09-12T18:00:00.000,2.39,313.89,1.66,-1.72
2023-09-12T18:10:00.000,2.11,329.87,1.83,-1.06
2023-09-12T18:20:00.000,3.03,274.22,0.22,-3.02
2023-09-12T18:30:00.000,3.01,306.75,1.80,-2.41
2023-09-12T18:40:00.000,1.91,303.23,1.05,-1.60
2023-09-12T18:50:00.000,1.18,276.44,0.13,-1.17
2023-09-12T19:00:00.000,1.39,147.22,-1.17,0.75
2023-09-12T19:10:00.000,3.50,297.81,1.63,-3.09
2023-09-12T19:20:00.000,4.75,348.37,4.65,-0.96
2023-09-12T19:30:00.000,5.51,322.04,4.34,-3.39
2023-09-12T19:40:00.000,5.17,316.87,3.77,-3.54
2023-09-12T19:50:00.000,2.44,309.57,1.55,-1.88
2023-09-12T20:00:00.000,4.49,320.65,3.47,-2.85
2023-09-12T20:10:00.000,2.15,228.45,-1.43,-1.61
2023-09-12T20:20:00.000,2.27,260.82,-0.36,-2.24
2023-09-12T20:30:00.000,1.33,328.49,1.13,-0.69
2023-09-12T20:40:00.000,1.97,171.84,-1.95,0.28
2023-09-12T20:50:00.000,5.26,145.55,-4.34,2.98
2023-09-12T21:00:00.000,6.49,144.48,-5.28,3.77
2023-09-12T21:10:00.000,5.26,153.05,-4.69,2.38
2023-09-12T21:20:00.000,2.96,149.93,-2.56,1.48
2023-09-12T21:30:00.000,0.98,144.18,-0.79,0.57
2023-09-12T21:40:00.000,2.22,305.63,1.29,-1.80
2023-09-12T21:50:00.000,1.44,84.00,0.15,1.44
2023-09-12T22:00:00.000,2.25,7.80,2.23,0.31
2023-09-12T22:10:00.000,2.71,17.79,2.58,0.83
2023-09-12T22:20:00.000,5.22,339.33,4.88,-1.84
2023-09-12T22:30:00.000,2.40,352.81,2.38,-0.30
2023-09-12T22:40:00.000,2.35,16.41,2.26,0.66
2023-09-12T22:50:00.000,2.52,3.12,2.52,0.14
2023-09-12T23:00:00.000,2.20,174.87,-2.19,0.20
2023-09-12T23:10:00.000,2.56,147.35,-2.15,1.38
2023-09-12T23:20:00.000,1.88,105.09,-0.49,1.82
2023-09-12T23:30:00.000,2.71,133.35,-1.86,1.97
2023-09-12T23:40:00.000,2.81,241.10,-1.36,-2.46
2023-09-12T23:50:00.000,2.80,216.32,-2.26,-1.66
2023-09-13T00:00:00.000,7.32,145.06,-6.00,4.19
2023-09-13T00:10:00.000,7.85,140.85,-6.09,4.96
2023-09-13T00:20:00.000,5.60,145.17,-4.60,3.20
2023-09-13T00:30:00.000,4.69,131.68,-3.12,3.50
2023-09-13T00:40:00.000,2.09,279.89,0.36,-2.06
2023-09-13T00:50:00.000,6.11,124.85,-3.49,5.01
2023-09-13T01:00:00.000,5.51,114.04,-2.24,5.03
2023-09-13T01:10:00.000,7.33,118.46,-3.49,6.44
2023-09-13T01:20:00.000,1.68,58.06,0.89,1.43
2023-09-13T01:30:00.000,1.64,111.76,-0.61,1.52
2023-09-13T01:40:00.000,4.81,155.38,-4.38,2.01
2023-09-13T01:50:00.000,3.39,317.36,2.49,-2.30
2023-09-13T02:00:00.000,5.66,329.00,4.85,-2.91
2023-09-13T02:10:00.000,6.12,331.11,5.36,-2.96
2023-09-13T02:20:00.000,5.48,310.08,3.53,-4.19
2023-09-13T02:30:00.000,2.68,295.43,1.15,-2.42
2023-09-13T02:40:00.000,4.04,299.29,1.98,-3.53
2023-09-13T02:50:00.000,3.30,268.01,-0.11,-3.30
2023-09-13T03:00:00.000,2.51,275.58,0.24,-2.50
2023-09-13T03:10:00.000,2.91,322.71,2.32,-1.76
2023-09-13T03:20:00.000,4.58,334.46,4.13,-1.97
2023-09-13T03:30:00.000,3.36,333.52,3.00,-1.50
2023-09-13T03:40:00.000,3.11,321.38,2.43,-1.94
2023-09-13T03:50:00.000,3.00,220.02,-2.30,-1.93
2023-09-13T04:00:00.000,1.95,247.13,-0.76,-1.80
2023-09-13T04:10:00.000,2.42,213.87,-2.01,-1.35
2023-09-13T04:20:00.000,3.67,164.46,-3.53,0.98
2023-09-13T04:30:00.000,0.09,63.19,0.04,0.08
2023-09-13T04:40:00.000,1.54,118.64,-0.74,1.35
2023-09-13T04:50:00.000,2.04,279.10,0.32,-2.02
2023-09-13T05:00:00.000,2.05,246.30,-0.82,-1.88
2023-09-13T05:10:00.000,1.26,1.88,1.26,0.04
2023-09-13T05:20:00.000,1.58,253.85,-0.44,-1.52
2023-09-13T05:30:00.000,2.16,282.63,0.47,-2.11
2023-09-13T05:40:00.000,4.25,330.07,3.68,-2.12
2023-09-13T05:50:00.000,1.41,280.30,0.25,-1.38
2023-09-13T06:00:00.000,2.11,306.19,1.25,-1.70
2023-09-13T06:10:00.000,2.73,296.79,1.23,-2.44
2023-09-13T06:20:00.000,3.30,298.99,1.60,-2.89
2023-09-13T06:30:00.000,2.82,307.19,1.71,-2.25
2023-09-13T06:40:00.000,2.44,241.13,-1.18,-2.13
2023-09-13T06:50:00.000,3.07,275.74,0.31,-3.05
2023-09-13T07:00:00.000,1.76,268.23,-0.05,-1.76
2023-09-13T07:10:00.000,2.62,277.03,0.32,-2.60
2023-09-13T07:20:00.000,1.69,318.66,1.27,-1.12
2023-09-13T07:30:00.000,2.12,309.46,1.35,-1.64
2023-09-13T07:40:00.000,1.68,325.86,1.39,-0.94
2023-09-13T07:50:00.000,2.50,151.04,-2.19,1.21
2023-09-13T08:00:00.000,4.02,186.44,-4.00,-0.45
2023-09-13T08:10:00.000,4.21,158.14,-3.90,1.57
2023-09-13T08:20:00.000,3.39,187.83,-3.36,-0.46
2023-09-13T08:30:00.000,3.58,217.20,-2.85,-2.17
2023-09-13T08:40:00.000,4.18,231.26,-2.62,-3.26
2023-09-13T08:50:00.000,4.35,281.98,0.90,-4.25
2023-09-13T09:00:00.000,3.15,290.92,1.13,-2.94
2023-09-13T09:10:00.000,5.30,328.65,4.52,-2.76
2023-09-13T09:20:00.000,4.57,349.38,4.49,-0.84
2023-09-13T09:30:00.000,4.69,350.17,4.62,-0.80
2023-09-13T09:40:00.000,2.27,206.91,-2.03,-1.03
2023-09-13T09:50:00.000,4.53,157.20,-4.17,1.75
2023-09-13T10:00:00.000,3.16,146.84,-2.64,1.73
2023-09-13T10:10:00.000,2.55,117.98,-1.20,2.25
2023-09-13T10:20:00.000,4.09,147.50,-3.45,2.20
2023-09-13T10:30:00.000,2.39,129.50,-1.52,1.84
2023-09-13T10:40:00.000,3.85,166.70,-3.75,0.89
2023-09-13T10:50:00.000,3.11,158.94,-2.90,1.12
2023-09-13T11:00:00.000,5.46,193.19,-5.32,-1.25
2023-09-13T11:10:00.000,2.75,179.08,-2.75,0.04
2023-09-13T11:20:00.000,2.33,174.72,-2.32,0.21
2023-09-13T11:30:00.000,2.69,94.92,-0.23,2.68
2023-09-13T11:40:00.000,1.66,101.23,-0.32,1.63
2023-09-13T11:50:00.000,4.33,184.81,-4.31,-0.36
2023-09-13T12:00:00.000,5.33,354.08,5.30,-0.55
2023-09-13T12:10:00.000,3.85,64.98,1.63,3.49
2023-09-13T12:20:00.000,3.01,105.07,-0.78,2.90
2023-09-13T12:30:00.000,3.89,79.66,0.70,3.83
2023-09-13T12:40:00.000,6.87,106.84,-1.99,6.57
2023-09-13T12:50:00.000,11.73,105.97,-3.23,11.28
2023-09-13T13:00:00.000,4.64,108.04,-1.44,4.42
2023-09-13T13:10:00.000,5.64,127.90,-3.46,4.45
2023-09-13T13:20:00.000,6.87,102.53,-1.49,6.70
2023-09-13T13:30:00.000,4.42,140.19,-3.40,2.83
2023-09-13T13:40:00.000,5.48,196.97,-5.24,-1.60
2023-09-13T13:50:00.000,1.37,191.51,-1.35,-0.27
2023-09-13T14:00:00.000,1.98,320.96,1.54,-1.25
2023-09-13T14:10:00.000,4.97,340.23,4.68,-1.68
2023-09-13T14:20:00.000,0.75,42.12,0.56,0.50
2023-09-13T14:30:00.000,1.36,352.48,1.35,-0.18
2023-09-13T14:40:00.000,5.38,335.85,4.91,-2.20
2023-09-13T14:50:00.000,5.53,333.83,4.97,-2.44
2023-09-13T15:00:00.000,5.31,308.00,3.27,-4.19
2023-09-13T15:10:00.000,4.87,269.66,-0.03,-4.87
2023-09-13T15:20:00.000,4.75,248.37,-1.75,-4.42
2023-09-13T15:30:00.000,4.97,291.41,1.82,-4.63
2023-09-13T15:40:00.000,6.11,302.62,3.29,-5.15
2023-09-13T15:50:00.000,2.55,283.54,0.60,-2.47
2023-09-13T16:00:00.000,1.90,291.76,0.70,-1.76
2023-09-13T16:10:00.000,3.04,235.48,-1.72,-2.50
2023-09-13T16:20:00.000,2.21,143.83,-1.78,1.30
2023-09-13T16:30:00.000,3.48,183.03,-3.48,-0.18
2023-09-13T16:40:00.000,1.80,283.96,0.43,-1.75
2023-09-13T16:50:00.000,2.26,150.19,-1.96,1.12
2023-09-13T17:00:00.000,3.20,240.44,-1.58,-2.78
2023-09-13T17:10:00.000,1.94,309.98,1.25,-1.49
2023-09-13T17:20:00.000,2.28,0.49,2.28,0.02
2023-09-13T17:30:00.000,3.52,288.44,1.11,-3.34
2023-09-13T17:40:00.000,1.91,267.01,-0.10,-1.90
2023-09-13T17:50:00.000,3.27,181.64,-3.27,-0.09
2023-09-13T18:00:00.000,2.40,204.30,-2.19,-0.99
2023-09-13T18:10:00.000,1.64,322.37,1.30,-1.00
2023-09-13T18:20:00.000,3.31,342.18,3.15,-1.01
2023-09-13T18:30:00.000,3.32,270.41,0.02,-3.32
2023-09-13T18:40:00.000,1.05,240.36,-0.52,-0.91
2023-09-13T18:50:00.000,5.35,291.64,1.97,-4.97
2023-09-13T19:00:00.000,2.87,241.02,-1.39,-2.51
2023-09-13T19:10:00.000,2.30,274.43,0.18,-2.30
2023-09-13T19:20:00.000,1.53,219.37,-1.18,-0.97
2023-09-13T19:30:00.000,2.97,233.04,-1.79,-2.38
2023-09-13T19:40:00.000,3.62,269.35,-0.04,-3.62
2023-09-13T19:50:00.000,3.82,224.77,-2.71,-2.69
2023-09-13T20:00:00.000,3.91,228.91,-2.57,-2.95
2023-09-13T20:10:00.000,2.99,244.31,-1.30,-2.70
2023-09-13T20:20:00.000,1.57,241.32,-0.75,-1.37
2023-09-13T20:30:00.000,2.67,170.71,-2.63,0.43
2023-09-13T20:40:00.000,3.61,248.90,-1.30,-3.37
2023-09-13T20:50:00.000,2.89,203.37,-2.65,-1.15
2023-09-13T21:00:00.000,4.70,260.71,-0.76,-4.64
2023-09-13T21:10:00.000,0.71,87.95,0.03,0.71
2023-09-13T21:20:00.000,3.15,331.47,2.77,-1.50
2023-09-13T21:30:00.000,4.77,357.34,4.77,-0.22
2023-09-13T21:40:00.000,6.49,283.61,1.53,-6.31
2023-09-13T21:50:00.000,3.20,216.76,-2.56,-1.91
2023-09-13T22:00:00.000,2.48,226.78,-1.70,-1.81
2023-09-13T22:10:00.000,4.09,226.39,-2.82,-2.96
2023-09-13T22:20:00.000,4.50,155.25,-4.08,1.88
2023-09-13T22:30:00.000,7.08,154.10,-6.37,3.09
2023-09-13T22:40:00.000,7.66,129.95,-4.92,5.87
2023-09-13T22:50:00.000,3.93,158.80,-3.67,1.42
2023-09-13T23:00:00.000,4.25,200.68,-3.98,-1.50
2023-09-13T23:10:00.000,2.04,218.19,-1.60,-1.26
2023-09-13T23:20:00.000,3.22,288.18,1.01,-3.06
2023-09-13T23:30:00.000,3.43,303.38,1.89,-2.86
2023-09-13T23:40:00.000,4.45,325.76,3.68,-2.50
2023-09-13T23:50:00.000,4.08,300.67,2.08,-3.51
2023-09-14T00:00:00.000,3.70,15.97,3.56,1.02
2023-09-14T00:10:00.000,6.24,37.73,4.93,3.82
2023-09-14T00:20:00.000,7.08,98.70,-1.07,6.99
2023-09-14T00:30:00.000,10.86,95.65,-1.07,10.81
2023-09-14T00:40:00.000,7.34,77.56,1.58,7.17
2023-09-14T00:50:00.000,7.47,95.12,-0.67,7.44
2023-09-14T01:00:00.000,11.39,90.74,-0.15,11.39
2023-09-14T01:10:00.000,4.11,144.35,-3.34,2.40
2023-09-14T01:20:00.000,13.05,114.46,-5.40,11.88
2023-09-14T01:30:00.000,8.70,97.93,-1.20,8.61
2023-09-14T01:40:00.000,10.47,109.93,-3.57,9.85
2023-09-14T01:50:00.000,6.81,92.30,-0.27,6.80
2023-09-14T02:00:00.000,6.60,87.84,0.25,6.60
2023-09-14T02:10:00.000,3.53,123.84,-1.97,2.93
2023-09-14T02:20:00.000,3.24,158.18,-3.00,1.20
2023-09-14T02:30:00.000,3.39,276.60,0.39,-3.37
2023-09-14T02:40:00.000,3.18,347.62,3.11,-0.68
2023-09-14T02:50:00.000,3.83,322.01,3.02,-2.36
2023-09-14T03:00:00.000,4.81,331.72,4.24,-2.28
2023-09-14T03:10:00.000,5.18,326.01,4.29,-2.89
2023-09-14T03:20:00.000,2.80,318.27,2.09,-1.86
2023-09-14T03:30:00.000,6.74,327.36,5.68,-3.64
2023-09-14T03:40:00.000,5.77,340.19,5.43,-1.96
2023-09-14T03:50:00.000,6.08,350.04,5.99,-1.05
2023-09-14T04:00:00.000,6.12,355.13,6.10,-0.52
2023-09-14T04:10:00.000,4.17,347.79,4.07,-0.88
2023-09-14T04:20:00.000,2.37,290.23,0.82,-2.22
2023-09-14T04:30:00.000,0.51,274.76,0.04,-0.51
2023-09-14T04:40:00.000,2.40,346.48,2.33,-0.56
2023-09-14T04:50:00.000,1.19,144.66,-0.97,0.69
2023-09-14T05:00:00.000,2.29,215.06,-1.87,-1.31
2023-09-14T05:10:00.000,4.82,222.96,-3.52,-3.28
2023-09-14T05:20:00.000,1.90,273.87,0.13,-1.90
2023-09-14T05:30:00.000,1.04,265.58,-0.08,-1.04
2023-09-14T05:40:00.000,2.56,281.40,0.51,-2.51
2023-09-14T05:50:00.000,2.30,189.40,-2.27,-0.38
2023-09-14T06:00:00.000,1.70,186.80,-1.69,-0.20
2023-09-14T06:10:00.000,1.30,62.98,0.59,1.16
2023-09-14T06:20:00.000,1.46,233.72,-0.87,-1.18
2023-09-14T06:30:00.000,0.77,193.54,-0.75,-0.18
2023-09-14T06:40:00.000,2.97,264.78,-0.27,-2.95
2023-09-14T06:50:00.000,0.86,265.14,-0.07,-0.86
2023-09-14T07:00:00.000,3.64,314.92,2.57,-2.58
2023-09-14T07:10:00.000,5.32,319.78,4.07,-3.44
2023-09-14T07:20:00.000,4.97,321.37,3.88,-3.10
2023-09-14T07:30:00.000,3.08,308.93,1.93,-2.39
2023-09-14T07:40:00.000,3.46,310.31,2.24,-2.64
2023-09-14T07:50:00.000,3.36,301.07,1.74,-2.88
2023-09-14T08:00:00.000,5.12,267.55,-0.22,-5.12
2023-09-14T08:10:00.000,1.46,239.60,-0.74,-1.26
2023-09-14T08:20:00.000,5.05,262.14,-0.69,-5.00
2023-09-14T08:30:00.000,2.01,196.28,-1.93,-0.56
2023-09-14T08:40:00.000,3.05,279.98,0.53,-3.00
2023-09-14T08:50:00.000,3.43,310.99,2.25,-2.59
2023-09-14T09:00:00.000,2.53,165.05,-2.44,0.65
2023-09-14T09:10:00.000,5.58,168.62,-5.47,1.10
2023-09-14T09:20:00.000,1.56,180.96,-1.56,-0.03
2023-09-14T09:30:00.000,2.93,206.20,-2.63,-1.29
2023-09-14T09:40:00.000,5.66,177.94,-5.66,0.20
2023-09-14T09:50:00.000,4.82,175.71,-4.81,0.36
2023-09-14T10:00:00.000,5.69,149.43,-4.90,2.89
2023-09-14T10:10:00.000,3.86,147.34,-3.25,2.08
2023-09-14T10:20:00.000,5.59,128.01,-3.44,4.40
2023-09-14T10:30:00.000,3.45,86.14,0.23,3.44
2023-09-14T10:40:00.000,5.03,84.17,0.51,5.00
2023-09-14T10:50:00.000,4.88,85.01,0.42,4.86
2023-09-14T11:00:00.000,5.29,90.59,-0.05,5.29
2023-09-14T11:10:00.000,2.84,81.74,0.41,2.81
2023-09-14T11:20:00.000,4.34,234.85,-2.50,-3.55
2023-09-14T11:30:00.000,4.93,230.01,-3.17,-3.77
2023-09-14T11:40:00.000,1.06,250.13,-0.36,-0.99
2023-09-14T11:50:00.000,4.79,168.13,-4.69,0.99
2023-09-14T12:00:00.000,2.82,198.30,-2.68,-0.89
2023-09-14T12:10:00.000,5.20,175.06,-5.18,0.45
2023-09-14T12:20:00.000,6.75,146.20,-5.61,3.76
2023-09-14T12:30:00.000,7.66,153.50,-6.86,3.42
2023-09-14T12:40:00.000,5.27,156.89,-4.85,2.07
2023-09-14T12:50:00.000,5.57,160.41,-5.25,1.87
2023-09-14T13:00:00.000,4.92,140.32,-3.79,3.14
2023-09-14T13:10:00.000,0.92,41.99,0.68,0.61
2023-09-14T13:20:00.000,6.09,70.33,2.05,5.73
2023-09-14T13:30:00.000,12.12,106.84,-3.51,11.60
2023-09-14T13:40:00.000,8.22,75.87,2.01,7.97
