ISO 8601 Time,Temperature (C)
2023-07-27T10:56:39.000,20.8509
2023-07-27T11:26:39.000,14.3895
2023-07-27T11:56:39.000,14.6134
2023-07-27T12:26:39.000,14.6465
2023-07-27T12:56:39.000,14.5374
2023-07-27T13:26:39.000,14.5388
2023-07-27T13:56:39.000,14.3826
2023-07-27T14:26:39.000,14.5001
2023-07-27T14:56:39.000,14.5236
2023-07-27T15:26:39.000,14.3756
2023-07-27T15:56:39.000,14.1764
2023-07-27T16:26:39.000,14.0157
2023-07-27T16:56:39.000,13.9977
2023-07-27T17:26:39.000,13.4592
2023-07-27T17:56:39.000,13.1169
2023-07-27T18:26:39.000,13.4147
2023-07-27T18:56:39.000,13.4981
2023-07-27T19:26:39.000,13.7106
2023-07-27T19:56:39.000,13.7162
2023-07-27T20:26:39.000,13.8563
2023-07-27T20:56:39.000,14.2359
2023-07-27T21:26:39.000,13.8729
2023-07-27T21:56:39.000,14.4475
2023-07-27T22:26:39.000,14.4558
2023-07-27T22:56:39.000,14.3079
2023-07-27T23:26:39.000,14.1916
2023-07-27T23:56:39.000,14.2318
2023-07-28T00:26:39.000,14.4199
2023-07-28T00:56:39.000,14.2276
2023-07-28T01:26:39.000,14.2055
2023-07-28T01:56:39.000,14.2484
2023-07-28T02:26:39.000,14.2733
2023-07-28T02:56:39.000,14.2414
2023-07-28T03:26:39.000,14.2553
2023-07-28T03:56:39.000,14.2456
2023-07-28T04:26:39.000,14.1528
2023-07-28T04:56:39.000,14.2124
2023-07-28T05:26:39.000,14.2013
2023-07-28T05:56:39.000,13.7967
2023-07-28T06:26:39.000,13.5398
2023-07-28T06:56:39.000,13.4787
2023-07-28T07:26:39.000,13.5940
2023-07-28T07:56:39.000,13.4898
2023-07-28T08:26:39.000,13.2868
2023-07-28T08:56:39.000,12.9608
2023-07-28T09:26:39.000,13.1253
2023-07-28T09:56:39.000,13.8369
2023-07-28T10:26:39.000,14.2179
2023-07-28T10:56:39.000,14.2913
2023-07-28T11:26:39.000,14.1875
2023-07-28T11:56:39.000,13.8605
2023-07-28T12:26:39.000,14.0365
2023-07-28T12:56:39.000,14.2110
2023-07-28T13:26:39.000,14.2830
2023-07-28T13:56:39.000,14.3286
2023-07-28T14:26:39.000,14.3341
2023-07-28T14:56:39.000,14.3231
2023-07-28T15:26:39.000,14.3494
2023-07-28T15:56:39.000,14.3881
2023-07-28T16:26:39.000,14.2636
2023-07-28T16:56:39.000,14.2428
2023-07-28T17:26:39.000,14.2276
2023-07-28T17:56:39.000,14.1141
2023-07-28T18:26:39.000,14.0282
2023-07-28T18:56:39.000,13.9963
2023-07-28T19:26:39.000,14.0199
2023-07-28T19:56:39.000,14.1279
2023-07-28T20:26:39.000,14.2677
2023-07-28T20:56:39.000,13.5037
2023-07-28T21:26:39.000,13.0445
2023-07-28T21:56:39.000,13.1935
2023-07-28T22:26:39.000,14.5581
2023-07-28T22:56:39.000,14.6079
2023-07-28T23:26:39.000,13.8424
2023-07-28T23:56:39.000,14.1182
2023-07-29T00:26:39.000,14.3079
2023-07-29T00:56:39.000,14.3881
2023-07-29T01:26:39.000,14.5940
2023-07-29T01:56:39.000,14.6230
2023-07-29T02:26:39.000,14.5761
2023-07-29T02:56:39.000,14.4973
2023-07-29T03:26:39.000,14.4697
2023-07-29T03:56:39.000,14.3148
2023-07-29T04:26:39.000,14.5512
2023-07-29T04:56:39.000,14.5249
2023-07-29T05:26:39.000,14.6203
2023-07-29T05:56:39.000,14.4157
2023-07-29T06:26:39.000,13.8979
2023-07-29T06:56:39.000,13.7120
2023-07-29T07:26:39.000,13.7287
2023-07-29T07:56:39.000,13.8216
2023-07-29T08:26:39.000,13.8785
2023-07-29T08:56:39.000,13.7772
2023-07-29T09:26:39.000,13.2255
2023-07-29T09:56:39.000,13.2367
2023-07-29T10:26:39.000,13.7856
2023-07-29T10:56:39.000,14.3341
2023-07-29T11:26:39.000,14.4572
2023-07-29T11:56:39.000,14.3341
2023-07-29T12:26:39.000,14.1058
2023-07-29T12:56:39.000,14.1708
2023-07-29T13:26:39.000,14.3632
2023-07-29T13:56:39.000,14.5581
2023-07-29T14:26:39.000,14.5291
2023-07-29T14:56:39.000,14.5623
2023-07-29T15:26:39.000,14.5125
2023-07-29T15:56:39.000,14.4185
2023-07-29T16:26:39.000,14.4641
2023-07-29T16:56:39.000,14.2636
2023-07-29T17:26:39.000,14.2954
2023-07-29T17:56:39.000,14.3245
2023-07-29T18:26:39.000,14.2968
2023-07-29T18:56:39.000,14.1265
2023-07-29T19:26:39.000,13.8827
2023-07-29T19:56:39.000,13.8729
2023-07-29T20:26:39.000,13.9062
2023-07-29T20:56:39.000,14.1902
2023-07-29T21:26:39.000,13.9617
2023-07-29T21:56:39.000,13.6676
