Date,avg_speed,avg_nvelocity,avg_evelocity,max_speed,max_nvelocity,max_evelocity,min_speed,min_nvelocity,min_evelocity
2023-09-11,2.9461666666666666,-0.5363333333333333,-0.8593333333333334,6.38,5.03,4.36,0.61,-3.66,-4.62
2023-09-12,3.6336805555555554,-0.0027083333333333412,-0.46229166666666666,13.69,7.52,13.66,0.33,-6.82,-4.89
2023-09-13,3.5634027777777777,-0.44243055555555555,-0.6584027777777778,11.73,5.36,11.28,0.09,-6.37,-6.31
2023-09-14,4.389027777777778,-0.519375,0.49645833333333333,13.05,6.1,11.88,0.51,-6.99,-6.66
2023-09-15,5.779930555555556,-0.17777777777777778,-0.07590277777777778,13.79,9.56,12.16,1.15,-8.72,-10.63
2023-09-16,7.0176388888888885,2.225694444444444,0.08805555555555555,13.67,11.27,12.01,0.9,-9.74,-12.38
2023-09-17,4.523263888888889,0.5790972222222222,0.29027777777777775,16.42,5.8,16.4,1.01,-5.69,-10.92
2023-09-18,4.642569444444445,0.34375,0.8463888888888889,12.88,7.61,12.69,1.19,-8.5,-8.57
2023-09-19,4.248958333333333,0.6966666666666667,-0.15444444444444444,13.43,6.86,12.97,0.37,-6.94,-5.99
2023-09-20,4.491458333333333,1.115625,1.340486111111111,12.13,7.84,11.57,0.48,-10.42,-7.1
2023-09-21,4.277152777777777,-0.02999999999999999,-0.013888888888888904,13.24,7.26,13.13,1.01,-6.86,-9.4
2023-09-22,2.7446527777777776,0.049999999999999996,0.2900694444444445,8.02,4.29,7.98,0.15,-4.99,-4.56
2023-09-23,3.7847222222222223,0.38819444444444445,0.6813194444444445,17.71,15.59,9.21,0.43,-5.46,-8.55
2023-09-24,4.152708333333333,-0.43270833333333336,0.9603472222222222,12.06,6.24,12.06,0.45,-6.35,-5.36
2023-09-25,3.621090909090909,-0.65,-1.1441818181818182,10.71,4.04,5.26,0.75,-5.43,-10.53
